original_id,customer_message,support_reply,intent,escalation,reply_keywords,ground_truth_notes
UBER_0101,I would love to but 'The email cannot be recognized by Uber.' Absolutely useless,"Hi, Maddy. Our team has sent supporting information to your email address, please check all your folders to see our reply.",General Inquiry,AUTO_HANDLE,"happy to help, contact us, DM, information, assistance","General inquiry regarding service policies, receipt requests, or product availability."
UBER_0102,My uber driver gave me a joint this morning and then almost swerved into the car next to us,We absolutely want to follow up right away. Please send us a DM with your email address so we can connect.,General Inquiry,AUTO_HANDLE,"happy to help, contact us, DM, information, assistance","General inquiry regarding service policies, receipt requests, or product availability."
UBER_0103,why can’t your drivers follow directions,Here to help! Send us a note via so our team can get in touch.,General Inquiry,AUTO_HANDLE,"happy to help, contact us, DM, information, assistance","General inquiry regarding service policies, receipt requests, or product availability."
UBER_0104,"Hello I’ve sent you a PM please reply ASAP, thank you",We've followed up via DM so please check your inbox.,General Inquiry,AUTO_HANDLE,"happy to help, contact us, DM, information, assistance","General inquiry regarding service policies, receipt requests, or product availability."
UBER_0105,Yo what’s with this $300 charge? I needed an Uber and this Uber driver never even showed to pick me up? How am I getting charged for 1. A ride I never took & 2. A mess I couldn’t have made. Tried to make a simple correction and then y’all charged me more??,"We apologize for the trouble! Send us a note here, and our team will be in touch.",Fare / Overcharge Issue,ESCALATE,"fare review, account details, trip fare, DM, assist",Pricing discrepancy or overcharge requiring trip log verification and adjustment.
UBER_0106,"Pathetic Map and locations, location was not showing where it actually is n it costed me double than it was showing.",Here to help! Send us a note via so our team can assist.,General Inquiry,AUTO_HANDLE,"happy to help, contact us, DM, information, assistance","General inquiry regarding service policies, receipt requests, or product availability."
UBER_0107,"Thanks, I've sent a DM to you.","We've replied to your DM, please check your inbox for a follow up.",General Inquiry,AUTO_HANDLE,"happy to help, contact us, DM, information, assistance","General inquiry regarding service policies, receipt requests, or product availability."
UBER_0108,Why is it when you book an the app says 7 minutes but the driver comes in 20 minutes with no fuel in his car. Thanks for making me late,"We can definitely take a closer look! Contact us here; , so we can help.",General Inquiry,AUTO_HANDLE,"happy to help, contact us, DM, information, assistance","General inquiry regarding service policies, receipt requests, or product availability."
UBER_0109,lol they made me pay for an $8 trip the other day that had already been taken from my account weeks ago. Wonder if there's something going on.,"Hi, Nathan! Sorry for the trouble. Kindly send us a note here; and our team will follow-up.",General Inquiry,AUTO_HANDLE,"happy to help, contact us, DM, information, assistance","General inquiry regarding service policies, receipt requests, or product availability."
UBER_0110,"iam RameshYadav from chennai,Tamilnadu,india my uber account is disabled. please active my account mobile number: 9884422856 mail id: __email__",We're here to help! Please send us a note via so we can connect.,General Inquiry,AUTO_HANDLE,"happy to help, contact us, DM, information, assistance","General inquiry regarding service policies, receipt requests, or product availability."
UBER_0111,yo can your drivers wait more than a minute outside before canceling when ordering from a busy hotel?? Like what???,We’re here to help! Send us a note via and we'll be in touch.,General Inquiry,AUTO_HANDLE,"happy to help, contact us, DM, information, assistance","General inquiry regarding service policies, receipt requests, or product availability."
UBER_0112,so sad I can’t open uber Account. Reply from Uber support attached. 😢😫🙄🤕😪,We're here to help! Send us a DM with your email address and more details so we can follow up.,General Inquiry,AUTO_HANDLE,"happy to help, contact us, DM, information, assistance","General inquiry regarding service policies, receipt requests, or product availability."
UBER_0113,I have not got any help regarding this issue till now.,"We're happy to help, Jyotshna! A member of our team is looking into this matter and will reach out to you as soon as possible. Thank you for your continued patience.",General Inquiry,AUTO_HANDLE,"happy to help, contact us, DM, information, assistance","General inquiry regarding service policies, receipt requests, or product availability."
UBER_0114,I know how to schedule. This was a pool ride.,We see your message and will be following up via DM.,General Inquiry,AUTO_HANDLE,"happy to help, contact us, DM, information, assistance","General inquiry regarding service policies, receipt requests, or product availability."
UBER_0115,Thank you for hiring the most pathetic customer support of all time. I went from having a favourable opinion of thanks to the cab service to being disgusted towards within 1 transaction thanks to the indifference with which my complaint was treated,We're here to help! Send us a DM with your email address and more details so we can follow up.,General Inquiry,AUTO_HANDLE,"happy to help, contact us, DM, information, assistance","General inquiry regarding service policies, receipt requests, or product availability."
